gender,age,income,ed,card,jobsat,union,polview
Female,61,61,14,Visa,Neutral,No,Moderate
Female,48,94,17,Discover,Highly satisfied,No,Conservative
Male,46,37,12,Visa,Somewhat dissatisfied,No,Moderate
Female,35,38,16,Visa,Highly dissatisfied,No,Slightly conservative
Female,52,27,13,American Express,Somewhat dissatisfied,No,Liberal
Male,67,57,14,American Express,Highly satisfied,No,Slightly conservative
Male,29,24,17,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,49,44,16,Visa,Neutral,No,Moderate
Male,41,95,19,Discover,Somewhat satisfied,No,Moderate
Male,66,32,18,Discover,Neutral,No,Moderate
Female,19,17,14,Visa,Highly dissatisfied,Yes,Moderate
Male,44,32,14,American Express,Somewhat satisfied,No,Conservative
Male,52,41,16,Discover,Neutral,No,Conservative
Female,50,207,16,Mastercard,Highly satisfied,No,Slightly conservative
Female,61,339,13,Visa,Highly satisfied,No,Slightly conservative
Female,71,59,15,American Express,Neutral,No,Slightly conservative
Female,79,11,15,Visa,Somewhat satisfied,No,Moderate
Female,41,24,17,Visa,Somewhat satisfied,No,Extremely liberal
Female,39,145,14,Discover,Neutral,No,Moderate
Female,50,60,19,Mastercard,Highly satisfied,No,Conservative
Male,57,25,12,Visa,Somewhat dissatisfied,No,Conservative
Male,63,91,18,American Express,Somewhat satisfied,No,Conservative
Female,55,54,17,Discover,Highly satisfied,No,Conservative
Male,72,50,14,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,57,96,12,Discover,Highly satisfied,No,Slightly conservative
Male,74,66,18,Discover,Somewhat satisfied,No,Moderate
Female,69,105,14,Discover,Neutral,No,Moderate
Female,37,147,21,Mastercard,Somewhat dissatisfied,No,Moderate
Female,28,39,18,American Express,Somewhat satisfied,Yes,Liberal
Female,35,53,15,Visa,Highly dissatisfied,No,Liberal
Female,68,144,15,American Express,Somewhat satisfied,No,Moderate
Male,42,22,8,American Express,Somewhat dissatisfied,No,Moderate
Male,51,66,14,American Express,Highly dissatisfied,No,Slightly conservative
Male,27,14,20,American Express,Highly dissatisfied,No,Slightly liberal
Female,34,32,11,Visa,Highly satisfied,Yes,Slightly conservative
Female,20,24,15,Discover,Highly satisfied,No,Moderate
Female,70,10,19,Discover,Somewhat dissatisfied,No,Moderate
Female,67,38,13,Mastercard,Somewhat satisfied,No,Slightly liberal
Female,41,43,14,Visa,Somewhat satisfied,No,Extremely conservative
Male,76,15,14,American Express,Neutral,Yes,Liberal
Female,68,12,12,Other,Somewhat dissatisfied,No,Conservative
Female,40,107,19,Visa,Somewhat satisfied,No,Slightly liberal
Female,77,10,10,Mastercard,Highly satisfied,Yes,Slightly conservative
Male,74,19,13,Visa,Somewhat satisfied,No,Slightly conservative
Male,54,33,10,Visa,Neutral,No,Moderate
Female,36,41,18,Visa,Highly dissatisfied,No,Moderate
Female,64,236,9,Discover,Highly satisfied,No,Extremely liberal
Male,23,44,16,Mastercard,Somewhat satisfied,Yes,Slightly conservative
Female,21,17,12,Visa,Somewhat dissatisfied,Yes,Moderate
Male,53,94,17,American Express,Neutral,No,Slightly liberal
Female,68,57,15,Mastercard,Neutral,No,Liberal
Male,57,70,14,Discover,Highly satisfied,No,Liberal
Female,28,19,19,Discover,Highly dissatisfied,Yes,Moderate
Female,55,68,16,American Express,Somewhat dissatisfied,No,Moderate
Male,59,184,15,Visa,Somewhat satisfied,No,Extremely liberal
Female,47,54,17,Mastercard,Somewhat satisfied,No,Slightly conservative
Female,54,80,18,American Express,Neutral,No,Conservative
Male,43,60,11,American Express,Neutral,No,Moderate
Male,63,9,11,American Express,Somewhat satisfied,No,Slightly liberal
Male,40,43,10,Discover,Neutral,No,Moderate
Male,22,18,14,Mastercard,Highly dissatisfied,No,Moderate
Female,33,38,11,American Express,Somewhat satisfied,No,Liberal
Female,58,27,10,Discover,Somewhat dissatisfied,No,Extremely conservative
Female,51,35,14,Mastercard,Neutral,No,Conservative
Female,61,96,16,Discover,Highly satisfied,Yes,Moderate
Male,33,53,11,Mastercard,Highly satisfied,No,Extremely liberal
Male,57,29,14,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,76,20,12,Visa,Highly satisfied,No,Conservative
Female,37,52,8,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,65,296,16,Discover,Highly dissatisfied,No,Liberal
Male,45,41,16,Visa,Somewhat satisfied,No,Slightly conservative
Female,56,20,17,Visa,Somewhat satisfied,No,Moderate
Male,46,33,14,Visa,Somewhat dissatisfied,No,Liberal
Male,75,12,19,Discover,Somewhat satisfied,No,Moderate
Female,68,23,14,Discover,Highly satisfied,No,Moderate
Male,65,21,11,Mastercard,Somewhat satisfied,No,Slightly liberal
Male,27,16,17,Mastercard,Highly dissatisfied,No,Moderate
Male,68,108,19,Mastercard,Somewhat dissatisfied,No,Moderate
Female,65,167,16,Discover,Highly satisfied,No,Conservative
Female,56,20,13,Mastercard,Highly dissatisfied,No,Moderate
Female,37,26,12,Discover,Highly dissatisfied,No,Conservative
Male,53,49,15,American Express,Neutral,No,Slightly conservative
Male,72,17,11,Mastercard,Highly satisfied,No,Slightly liberal
Male,58,19,13,American Express,Somewhat satisfied,No,Liberal
Male,39,46,8,Other,Somewhat satisfied,No,Conservative
Female,39,83,14,Visa,Highly dissatisfied,No,Moderate
Female,73,26,12,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,51,46,21,Mastercard,Neutral,No,Slightly conservative
Female,37,41,10,Visa,Neutral,No,Slightly conservative
Female,18,13,13,Visa,Highly dissatisfied,No,Conservative
Female,36,81,16,American Express,Somewhat dissatisfied,Yes,Liberal
Female,65,31,17,American Express,Somewhat dissatisfied,No,Slightly liberal
Female,75,107,10,Visa,Highly satisfied,No,Slightly conservative
Male,33,32,14,Discover,Neutral,No,Moderate
Male,57,25,11,Other,Somewhat dissatisfied,No,Moderate
Female,54,125,19,Discover,Highly satisfied,No,Slightly conservative
Female,43,44,17,Visa,Highly satisfied,No,Slightly conservative
Male,31,137,18,Discover,Somewhat dissatisfied,No,Moderate
Male,33,49,15,Discover,Somewhat dissatisfied,Yes,Slightly conservative
Male,20,28,15,Mastercard,Somewhat dissatisfied,Yes,Slightly liberal
Female,65,60,16,Visa,Highly dissatisfied,No,Liberal
Female,62,186,17,Mastercard,Highly satisfied,No,Moderate
Female,39,49,9,Visa,Somewhat satisfied,No,Moderate
Female,36,34,17,Mastercard,Somewhat dissatisfied,No,Moderate
Female,25,32,13,Visa,Highly satisfied,No,Extremely liberal
Male,43,28,8,Mastercard,Highly satisfied,No,Slightly conservative
Female,26,24,15,Discover,Somewhat dissatisfied,No,Slightly liberal
Male,20,27,15,Mastercard,Somewhat dissatisfied,No,Moderate
Male,49,38,12,Discover,Highly dissatisfied,Yes,Conservative
Female,22,17,15,Visa,Neutral,No,Moderate
Male,48,90,14,Mastercard,Highly satisfied,No,Moderate
Male,74,26,11,Mastercard,Somewhat satisfied,No,Liberal
Male,55,112,14,American Express,Somewhat satisfied,No,Slightly conservative
Male,58,70,16,Visa,Somewhat dissatisfied,No,Moderate
Male,49,197,18,American Express,Somewhat satisfied,Yes,Conservative
Female,23,15,13,Discover,Highly dissatisfied,Yes,Moderate
Female,52,98,16,Discover,Somewhat satisfied,No,Moderate
Male,36,116,15,Discover,Highly satisfied,No,Slightly liberal
Male,32,40,11,Discover,Somewhat dissatisfied,No,Extremely conservative
Male,45,190,17,American Express,Highly dissatisfied,Yes,Conservative
Female,29,25,19,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,49,240,12,Discover,Highly satisfied,Yes,Slightly conservative
Male,56,74,13,American Express,Somewhat dissatisfied,No,Moderate
Male,68,17,20,American Express,Neutral,No,Liberal
Female,44,54,18,Visa,Somewhat dissatisfied,No,Moderate
Male,57,73,15,Visa,Somewhat dissatisfied,No,Moderate
Male,19,12,14,Visa,Somewhat satisfied,No,Slightly conservative
Male,51,23,12,Visa,Highly satisfied,No,Slightly liberal
Male,53,190,10,Discover,Highly satisfied,No,Slightly conservative
Female,69,72,12,Visa,Highly satisfied,No,Slightly liberal
Female,63,31,11,Visa,Somewhat dissatisfied,No,Moderate
Male,36,47,18,Visa,Highly dissatisfied,Yes,Slightly liberal
Male,38,23,19,Mastercard,Neutral,No,Moderate
Female,63,52,15,American Express,Somewhat dissatisfied,No,Moderate
Male,78,20,12,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,44,23,15,Visa,Somewhat satisfied,No,Liberal
Male,47,136,12,Discover,Highly satisfied,No,Moderate
Female,37,39,14,Mastercard,Somewhat dissatisfied,No,Conservative
Male,37,22,17,American Express,Somewhat dissatisfied,No,Moderate
Male,68,36,9,Mastercard,Somewhat satisfied,No,Conservative
Male,29,13,17,Visa,Neutral,No,Moderate
Male,51,68,16,Visa,Highly satisfied,Yes,Slightly conservative
Male,54,95,15,Discover,Somewhat dissatisfied,Yes,Slightly liberal
Male,55,75,12,American Express,Somewhat satisfied,No,Moderate
Female,63,304,11,Visa,Highly satisfied,No,Slightly conservative
Male,75,14,13,American Express,Somewhat satisfied,No,Slightly conservative
Male,35,46,13,Mastercard,Somewhat satisfied,No,Moderate
Male,28,39,17,American Express,Highly dissatisfied,No,Slightly liberal
Female,59,9,17,Discover,Neutral,No,Liberal
Male,36,96,15,Discover,Highly satisfied,No,Slightly liberal
Male,37,72,17,Discover,Highly satisfied,No,Moderate
Male,18,18,13,American Express,Highly dissatisfied,No,Moderate
Male,73,9,11,Discover,Highly satisfied,No,Slightly liberal
Male,67,28,12,Discover,Highly satisfied,No,Slightly conservative
Female,18,14,13,Mastercard,Highly dissatisfied,No,Liberal
Female,76,17,11,Visa,Highly satisfied,No,Slightly conservative
Male,43,49,19,Discover,Somewhat satisfied,No,Liberal
Male,42,25,17,Discover,Neutral,No,Slightly liberal
Male,20,19,15,Visa,Highly dissatisfied,No,Extremely liberal
Male,63,183,14,Mastercard,Highly satisfied,No,Moderate
Male,50,112,15,Visa,Somewhat satisfied,Yes,Extremely liberal
Female,70,54,13,Discover,Highly satisfied,No,Moderate
Male,19,19,14,Visa,Somewhat dissatisfied,No,Moderate
Male,25,21,16,Discover,Somewhat dissatisfied,No,Liberal
Male,49,47,17,Visa,Highly satisfied,No,Slightly liberal
Male,55,58,15,Visa,Somewhat satisfied,No,Slightly liberal
Female,45,140,18,American Express,Neutral,No,Moderate
Male,76,14,12,Mastercard,Somewhat dissatisfied,Yes,Slightly conservative
Male,27,24,10,Visa,Somewhat dissatisfied,No,Conservative
Female,51,203,16,Discover,Highly satisfied,No,Liberal
Male,59,79,11,Visa,Highly satisfied,No,Slightly liberal
Female,32,62,13,Visa,Highly dissatisfied,No,Moderate
Female,46,30,16,Other,Somewhat dissatisfied,No,Slightly conservative
Female,75,22,13,Mastercard,Highly satisfied,No,Moderate
Female,28,15,11,Visa,Highly dissatisfied,No,Slightly conservative
Female,76,20,13,Visa,Highly satisfied,No,Moderate
Female,57,75,11,Discover,Highly satisfied,No,Slightly conservative
Female,24,35,18,American Express,Highly dissatisfied,No,Moderate
Female,77,41,15,Mastercard,Highly satisfied,No,Slightly conservative
Female,69,14,15,Mastercard,Highly dissatisfied,No,Slightly liberal
Male,68,32,22,Discover,Somewhat dissatisfied,No,Moderate
Female,61,25,8,Other,Neutral,No,Conservative
Female,36,21,16,Visa,Highly satisfied,No,Moderate
Female,33,35,15,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,55,95,15,Discover,Highly satisfied,No,Extremely liberal
Female,64,72,20,Discover,Highly satisfied,No,Liberal
Male,35,50,18,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,44,72,11,Visa,Somewhat dissatisfied,Yes,Conservative
Male,41,39,15,Discover,Highly satisfied,Yes,Moderate
Female,51,91,11,Mastercard,Neutral,No,Extremely conservative
Female,59,182,21,Mastercard,Somewhat satisfied,No,Slightly liberal
Male,50,84,19,Discover,Somewhat dissatisfied,No,Moderate
Male,33,29,18,American Express,Somewhat satisfied,No,Conservative
Female,31,23,20,Mastercard,Neutral,No,Slightly liberal
Female,59,76,9,Visa,Highly satisfied,No,Moderate
Female,67,388,15,Discover,Somewhat satisfied,No,Moderate
Female,79,9,14,American Express,Somewhat satisfied,No,Conservative
Male,52,36,12,Mastercard,Somewhat satisfied,No,Moderate
Female,62,31,19,Visa,Highly satisfied,No,Slightly conservative
Male,27,47,12,Visa,Highly satisfied,No,Conservative
Male,36,117,18,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,63,125,10,Mastercard,Somewhat satisfied,Yes,Moderate
Male,18,29,13,Discover,Highly dissatisfied,Yes,Slightly conservative
Female,65,96,17,American Express,Highly satisfied,No,Moderate
Male,29,27,16,Visa,Highly dissatisfied,No,Moderate
Male,60,110,14,American Express,Somewhat dissatisfied,No,Slightly conservative
Female,54,155,12,Visa,Somewhat satisfied,No,Liberal
Male,42,182,21,American Express,Somewhat dissatisfied,No,Moderate
Male,53,67,14,Visa,Somewhat dissatisfied,No,Conservative
Male,75,63,12,Discover,Highly satisfied,Yes,Moderate
Male,33,19,14,Discover,Highly dissatisfied,No,Moderate
Male,22,15,13,Visa,Highly dissatisfied,No,Moderate
Male,34,54,18,American Express,Neutral,No,Moderate
Male,65,53,9,Visa,Somewhat dissatisfied,No,Moderate
Male,76,35,10,Mastercard,Somewhat satisfied,No,Moderate
Male,28,32,12,American Express,Highly dissatisfied,No,Slightly conservative
Female,21,14,12,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Male,66,114,15,American Express,Somewhat dissatisfied,No,Moderate
Female,37,61,20,Visa,Highly dissatisfied,No,Moderate
Female,52,59,17,Discover,Neutral,No,Moderate
Female,26,67,19,American Express,Highly dissatisfied,Yes,Moderate
Female,38,40,13,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,74,33,10,Other,Highly satisfied,No,Moderate
Male,34,22,12,Mastercard,Highly dissatisfied,No,Moderate
Male,53,123,17,Discover,Somewhat satisfied,No,Slightly liberal
Female,62,54,18,Discover,Highly dissatisfied,No,Moderate
Male,73,53,18,Discover,Highly satisfied,No,Slightly liberal
Male,31,20,16,Other,Highly dissatisfied,No,Moderate
Female,50,76,14,Other,Somewhat dissatisfied,No,Slightly liberal
Male,31,42,14,American Express,Highly dissatisfied,No,Liberal
Male,26,37,14,Discover,Neutral,No,Moderate
Male,23,17,15,American Express,Somewhat dissatisfied,No,Slightly conservative
Male,30,27,13,Visa,Neutral,No,Slightly conservative
Male,20,18,15,Visa,Highly dissatisfied,No,Liberal
Female,63,18,11,Mastercard,Somewhat dissatisfied,No,Moderate
Male,20,24,15,American Express,Highly dissatisfied,No,Slightly liberal
Female,34,62,19,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Female,41,42,19,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,42,34,13,Mastercard,Highly dissatisfied,No,Moderate
Female,58,149,19,Mastercard,Highly satisfied,No,Conservative
Male,52,113,10,Visa,Highly satisfied,No,Moderate
Female,42,25,16,Visa,Highly satisfied,No,Moderate
Female,51,42,16,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,23,27,18,Mastercard,Highly dissatisfied,No,Moderate
Male,77,11,13,Discover,Highly satisfied,No,Liberal
Male,62,52,12,Discover,Somewhat dissatisfied,Yes,Slightly conservative
Male,58,397,19,American Express,Highly dissatisfied,Yes,Slightly conservative
Female,58,198,16,Mastercard,Neutral,No,Slightly conservative
Female,19,21,14,Other,Highly dissatisfied,No,Conservative
Female,53,192,13,Visa,Somewhat satisfied,No,Moderate
Male,44,28,13,Visa,Neutral,No,Moderate
Female,46,143,12,Visa,Highly satisfied,No,Liberal
Female,29,32,18,Visa,Highly dissatisfied,No,Slightly conservative
Male,65,128,14,American Express,Somewhat dissatisfied,No,Conservative
Male,41,30,14,Mastercard,Neutral,No,Liberal
Female,30,47,14,Visa,Neutral,No,Moderate
Male,60,84,12,American Express,Somewhat dissatisfied,No,Liberal
Female,42,42,17,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,23,29,16,Visa,Neutral,No,Slightly conservative
Male,65,28,15,American Express,Neutral,No,Moderate
Female,37,76,19,Discover,Somewhat satisfied,No,Slightly conservative
Female,30,33,18,Visa,Neutral,No,Extremely liberal
Male,39,60,11,Mastercard,Somewhat satisfied,No,Liberal
Female,52,51,19,American Express,Neutral,No,Moderate
Male,24,18,19,American Express,Highly dissatisfied,No,Liberal
Female,63,19,18,Discover,Highly satisfied,Yes,Slightly liberal
Male,63,42,12,Mastercard,Somewhat satisfied,No,Conservative
Male,62,34,8,Other,Highly dissatisfied,Yes,Conservative
Female,59,39,14,Mastercard,Neutral,Yes,Conservative
Female,61,51,11,Mastercard,Somewhat satisfied,No,Conservative
Female,44,35,14,Mastercard,Highly dissatisfied,No,Moderate
Female,33,18,13,Visa,Highly dissatisfied,No,Slightly conservative
Male,39,35,13,Mastercard,Highly satisfied,No,Extremely conservative
Female,36,148,16,Mastercard,Highly satisfied,No,Moderate
Male,41,37,12,Mastercard,Somewhat dissatisfied,No,Moderate
Female,23,19,11,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,74,11,16,Mastercard,Somewhat satisfied,No,Liberal
Female,27,114,21,Mastercard,Neutral,No,Slightly liberal
Male,46,81,14,Discover,Somewhat satisfied,No,Moderate
Female,34,41,19,Discover,Somewhat dissatisfied,No,Liberal
Male,18,18,8,Mastercard,Somewhat dissatisfied,No,Conservative
Male,46,121,17,Discover,Neutral,No,Slightly conservative
Female,25,35,18,Visa,Somewhat dissatisfied,No,Moderate
Male,75,20,16,Discover,Neutral,No,Slightly conservative
Female,72,47,12,Mastercard,Highly satisfied,No,Extremely conservative
Male,20,26,14,American Express,Somewhat dissatisfied,No,Moderate
Male,24,22,14,American Express,Neutral,No,Slightly conservative
Male,46,33,12,Mastercard,Highly dissatisfied,Yes,Slightly liberal
Male,39,29,18,Discover,Somewhat satisfied,No,Moderate
Female,49,91,11,American Express,Neutral,No,Moderate
Female,40,49,12,Mastercard,Neutral,No,Moderate
Female,67,35,14,Mastercard,Somewhat satisfied,No,Moderate
Female,19,14,14,Mastercard,Somewhat satisfied,No,Extremely liberal
Male,52,44,7,Mastercard,Neutral,No,Moderate
Male,55,81,12,Visa,Highly dissatisfied,No,Slightly conservative
